title,artist
Daddy Has a Sweetheart & Mother is Her Name,Daddy Has a Sweetheart & Mother is Her Name
Peg o' My Heart,Peg o' My Heart
O Rouxinol,O Rouxinol
Hello! Hello! Who's Your Lady Friend?,Hello! Hello! Who's Your Lady Friend?
Pudesse Essa Paixao,Pudesse Essa Paixao
Parisienne,Parisienne
The Angelus,The Angelus
Where the River Shannon Flows,Where the River Shannon Flows
The Road to Mandalay,The Road to Mandalay
The International Rag,The International Rag
On the Mississippi,On the Mississippi
Recorda-te de Mim,Recorda-te de Mim
Avec Bidasse,Avec Bidasse
By the Beautiful Sea,By the Beautiful Sea
"It's a Long, Long Way to Tipperary","It's a Long, Long Way to Tipperary"
Are We Downhearted? No!,Are We Downhearted? No!
Atraente,Atraente
Ballin' the Jack,Ballin' the Jack
The Aba Daba Honeymoon,The Aba Daba Honeymoon
I'm On My Way to Mandalay,I'm On My Way to Mandalay
I Love the Ladies,I Love the Ladies
By the Beautiful Sea,By the Beautiful Sea
Cohen on the Telephone,Cohen on the Telephone
Cohen on the Telephone,Cohen on the Telephone
Rebecca of Sunny-brook Farm ,Rebecca of Sunny-brook Farm
The Dark Town Poker Club,The Dark Town Poker Club
Amor Mio (My Love),Amor Mio (My Love)
Gilbert The Filbert,Gilbert The Filbert
Quand Madelon,Quand Madelon
Pierrot,Pierrot
He's a Devil in His Own Home Town,He's a Devil in His Own Home Town
Do You Take This Woman for Your Lawful Wife?,Do You Take This Woman for Your Lawful Wife?
In the Valley of the Moon,In the Valley of the Moon
Don't Blame it All on Broadway,Don't Blame it All on Broadway
You've Got Your Mother's Big Blue Eyes,You've Got Your Mother's Big Blue Eyes
"When You're a Long, Long Way from Home","When You're a Long, Long Way from Home"
If I Had Someone at Home Like You,If I Had Someone at Home Like You
He'd Have to Get Under - Get Out & Get Under (To Fix Up His Automobile),He'd Have to Get Under - Get Out & Get Under (To Fix Up His Automobile)
The Good Ship Mary Ann,The Good Ship Mary Ann
I Miss You Most of All,I Miss You Most of All
Plangente,Plangente
When We've Wound Up The Watch On The Rhine,When We've Wound Up The Watch On The Rhine
Mulata Vaidosa,Mulata Vaidosa
I Was a Good Little Girl 'till I Met You,I Was a Good Little Girl 'till I Met You
The 20th Century Rag,The 20th Century Rag
When the Angelus is Ringing,When the Angelus is Ringing
In the Heart of the City That Has No Heart,In the Heart of the City That Has No Heart
When You're All Dressed Up & No Place to Go,When You're All Dressed Up & No Place to Go
Celebratin' Day in Tennessee,Celebratin' Day in Tennessee
If I Had My Way,If I Had My Way
You Planted a Rose in the Garden of Love,You Planted a Rose in the Garden of Love
This is the Life,This is the Life
When You Wore a Tulip & I Wore a Big Red Rose,When You Wore a Tulip & I Wore a Big Red Rose
"Hello, Frisco!","Hello, Frisco!"
They Didn't Believe Me,They Didn't Believe Me
Carry Me Back to Old Virginney,Carry Me Back to Old Virginney
"It's a Long, Long Way to Tipperary","It's a Long, Long Way to Tipperary"
Home Sweet Home,Home Sweet Home
"There's a Long, Long Trail","There's a Long, Long Trail"
Close To My Heart,Close To My Heart
"Apanhei-te, Cavaquinho","Apanhei-te, Cavaquinho"
Kitty The Telephone Girl,Kitty The Telephone Girl
I Didn't Raise My Boy to Be a Soldier,I Didn't Raise My Boy to Be a Soldier
My Little Dream Girl,My Little Dream Girl
"A Little Bit of Heaven (Shure, They Call it Ireland)","A Little Bit of Heaven (Shure, They Call it Ireland)"
I Didn't Raise My Boy to Be a Soldier,I Didn't Raise My Boy to Be a Soldier
"Chinatown, My Chinatown","Chinatown, My Chinatown"
You Better Keep the Home Fires Burning (Cause Your Mama's Getting Cold),You Better Keep the Home Fires Burning (Cause Your Mama's Getting Cold)
My Bird of Paradise,My Bird of Paradise
La Mia Canzone (My Song to Thee),La Mia Canzone (My Song to Thee)
I'm Neutral,I'm Neutral
Serenade: Spanish Dance No 2,Serenade: Spanish Dance No 2
Aida - O Terra Addio,Aida - O Terra Addio
A Little of What You Fancy ,A Little of What You Fancy
"Ai, Filomena","Ai, Filomena"
Auf Wiedersehen,Auf Wiedersehen
Don't Take My Darling Boy Away,Don't Take My Darling Boy Away
There's a Little Lane Without a Turning,There's a Little Lane Without a Turning
You'll Always be the Same Sweet Girl,You'll Always be the Same Sweet Girl
Back to the Carolina You Love,Back to the Carolina You Love
My Little Girl,My Little Girl
"A Little Bit of Heaven (Shure, They Call it Ireland)","A Little Bit of Heaven (Shure, They Call it Ireland)"
Tip Top Tipperary Mary,Tip Top Tipperary Mary
Oh Come All ye Faithful,Oh Come All ye Faithful
On the 5:15,On the 5:15
Alabama Jubilee,Alabama Jubilee
"It's a Long, Long Way to Tipperary","It's a Long, Long Way to Tipperary"
Jane,Jane
The Seaside Sultan,The Seaside Sultan
Following in Father's Footsteps,Following in Father's Footsteps
Jolly Good Luck to The Girl Who Loves a Soldier,Jolly Good Luck to The Girl Who Loves a Soldier
Luar do Sertao,Luar do Sertao
Here We Are Again,Here We Are Again
Somewhere a Voice is Calling,Somewhere a Voice is Calling
Pretty Baby,Pretty Baby
I Sent My Wife to the Thousand Isles,I Sent My Wife to the Thousand Isles
I Love a Piano,I Love a Piano
The Sunshine of Your Smile,The Sunshine of Your Smile
America,America
The Lights of My Home Town,The Lights of My Home Town
The Star Spangled Banner,The Star Spangled Banner
Turn Back the Universe & Give Me Yesterday,Turn Back the Universe & Give Me Yesterday
Everybody's Crazy On The Foxtrot,Everybody's Crazy On The Foxtrot
Flor do Mal,Flor do Mal
Birds in the Night (A Lullaby),Birds in the Night (A Lullaby)
You're a Dangerous Girl,You're a Dangerous Girl
O Sole Mio (My Sunshine),O Sole Mio (My Sunshine)
Santa Lucia (Neapolitan Folk Song),Santa Lucia (Neapolitan Folk Song)
There's a Quaker Down in Quaker Town,There's a Quaker Down in Quaker Town
The Girl on the Magazine,The Girl on the Magazine
If I Knock the 'L' Out of Kelly (It Would Still be Kelly to Me),If I Knock the 'L' Out of Kelly (It Would Still be Kelly to Me)
"Good-Bye, Good Luck, God Bless You","Good-Bye, Good Luck, God Bless You"
M-O-T-H-E-R (A Word That Means the World to Me),M-O-T-H-E-R (A Word That Means the World to Me)
"Hello, Hawaii, How are You?","Hello, Hawaii, How are You?"
Oh How She Could Yacki Hacki Wicki Wachi Woo (That's Love in Honolulu),Oh How She Could Yacki Hacki Wicki Wachi Woo (That's Love in Honolulu)
"Ireland Must be Heaven, for My Mother Came from There","Ireland Must be Heaven, for My Mother Came from There"
Old Kentucky Home ,Old Kentucky Home
Down Where the Swanne River Flows,Down Where the Swanne River Flows
Aida - Celeste Aida,Aida - Celeste Aida
Spanish Dance,Spanish Dance
Broken Doll,Broken Doll
Caraboo,Caraboo
He's Got a Bungalow,He's Got a Bungalow
"Wake Up, America!","Wake Up, America!"
Is There Still Room for Me 'Neath the Old Apple Tree?,Is There Still Room for Me 'Neath the Old Apple Tree?
The Old Refrain,The Old Refrain
"All I Want is a Cottage, Some Roses, & You","All I Want is a Cottage, Some Roses, & You"
At the End of a Beautiful Day,At the End of a Beautiful Day
We'll Build a Little Home in the USA,We'll Build a Little Home in the USA
Yaaka Hula Hickey Dula,Yaaka Hula Hickey Dula
You Were Just Made to Order for Me,You Were Just Made to Order for Me
"Hello, Hawaii, How are You?","Hello, Hawaii, How are You?"
Over There,Over There
Over There,Over There
At the Darktown Strutter's Ball,At the Darktown Strutter's Ball
Poor Butterfly,Poor Butterfly
"Missouri Waltz (Hush-a-Bye, Ma Baby)","Missouri Waltz (Hush-a-Bye, Ma Baby)"
For Me & My Gal,For Me & My Gal
Till the Clouds Roll By,Till the Clouds Roll By
My Own Iona,My Own Iona
Send Me Away with a Smile,Send Me Away with a Smile
The Star Spangled Banner,The Star Spangled Banner
Pelo Telefone,Pelo Telefone
I Passed By Your Window,I Passed By Your Window
Joan of Arc,Joan of Arc
Lookout Mountain,Lookout Mountain
"Good-Bye Broadway, Hello France","Good-Bye Broadway, Hello France"
"Oh Johnny, Oh Johnny, Oh!","Oh Johnny, Oh Johnny, Oh!"
Over There,Over There
Listen to the Lambs,Listen to the Lambs
Il mio Tesoro,Il mio Tesoro
Pack Up Your Troubles in Your Old Kit Bag,Pack Up Your Troubles in Your Old Kit Bag
Havanola Fox-Trot,Havanola Fox-Trot
La Marseillaise,La Marseillaise
Gems from Ziegfeld Follies of 1917,Gems from Ziegfeld Follies of 1917
Smiles,Smiles
Sofres Porque Queres,Sofres Porque Queres
Love Will Find a Way,Love Will Find a Way
Till the Clouds Roll By,Till the Clouds Roll By
M-I-S-S-I-S-S-I-P-P-I,M-I-S-S-I-S-S-I-P-P-I
They're Wearing 'Em Higher in Hawaii,They're Wearing 'Em Higher in Hawaii
In the Sweet Long Ago,In the Sweet Long Ago
Someone Else May be There While I'm Gone,Someone Else May be There While I'm Gone
O'Brien is Tryin' to Learn to Talk Hawaiian,O'Brien is Tryin' to Learn to Talk Hawaiian
"They Go Wild, Simply Wild, Over Me","They Go Wild, Simply Wild, Over Me"
All the World Will be Jealous of Me,All the World Will be Jealous of Me
Katinka,Katinka
Babes in the Wood,Babes in the Wood
A Baratinha,A Baratinha
Take Me Back to Dear Old Blighty,Take Me Back to Dear Old Blighty
Vagalume Sorrindo,Vagalume Sorrindo
Smiles & Chuckles,Smiles & Chuckles
Tiger Rag,Tiger Rag
Rock-A-Bye Your Baby (With a Dixie Melody),Rock-A-Bye Your Baby (With a Dixie Melody)
I'm Always Chasing Rainbows,I'm Always Chasing Rainbows
Smiles,Smiles
"Hello Central, Give Me No Man's Land","Hello Central, Give Me No Man's Land"
At the Darktown Strutter's Ball,At the Darktown Strutter's Ball
Just a Baby's Prayer at Twilight (For Her Daddy Over There),Just a Baby's Prayer at Twilight (For Her Daddy Over There)
Over There,Over There
What Do You Want to Make?,What Do You Want to Make?
"Ontem, Ao Luar","Ontem, Ao Luar"
Hindustan,Hindustan
Battle Hymn of the Republic,Battle Hymn of the Republic
Hail! Hail! The Gang's All Here,Hail! Hail! The Gang's All Here
Oh! How I Hate to Get Up in the Morning,Oh! How I Hate to Get Up in the Morning
 I Don't Know Where I'm Going But I'm On My Way,I Don't Know Where I'm Going But I'm On My Way
I'm Sorry I Made You Cry,I'm Sorry I Made You Cry
I'm All Bound Round with the Mason-Dixon Line,I'm All Bound Round with the Mason-Dixon Line
Regretful Blues ,Regretful Blues
No Place Like Home,No Place Like Home
La capricieuse,La capricieuse
La Ronde Des Lutins (Dance of the Goblins),La Ronde Des Lutins (Dance of the Goblins)
Quem Sao Eles,Quem Sao Eles
At the Jazz Band Ball,At the Jazz Band Ball
In the Land O Yamo Yamo,In the Land O Yamo Yamo
"Oui, Oui, Marie","Oui, Oui, Marie"
After You've Gone,After You've Gone
Somewhere in France is the Lily,Somewhere in France is the Lily
While You're Away (Pack Up Your Cares in a Bundle of Joy),While You're Away (Pack Up Your Cares in a Bundle of Joy)
N Everything,N Everything
Your Lips Are No Man's Land but Mine,Your Lips Are No Man's Land but Mine
Cancao do Marinheiro (Cisne Branco),Cancao do Marinheiro (Cisne Branco)
I Want a Girl,I Want a Girl
Hino Nacional Brasileiro,Hino Nacional Brasileiro
They Were All Out of Step But Jim,They Were All Out of Step But Jim
Gems from Leave It To Jane,Gems from Leave It To Jane
"If He Can Fight Like He Can Love (Good Night, Germany)","If He Can Fight Like He Can Love (Good Night, Germany)"
The Daughter of Rosie O'Grady,The Daughter of Rosie O'Grady
K-K-K-Katy (Stammering Song),K-K-K-Katy (Stammering Song)
Love's Garden of Roses,Love's Garden of Roses
Everybody's Crazy 'Bout the Doggone Blues (But I'm Happy),Everybody's Crazy 'Bout the Doggone Blues (But I'm Happy)
After You've Gone,After You've Gone
I'm Forever Blowing Bubbles,I'm Forever Blowing Bubbles
I'm Forever Blowing Bubbles,I'm Forever Blowing Bubbles
I'll Say She Does,I'll Say She Does
A Pretty Girl is Like a Melody,A Pretty Girl is Like a Melody
"O Death, Where is Thy Sting?","O Death, Where is Thy Sting?"
Till We Meet Again,Till We Meet Again
Ja Te Digo,Ja Te Digo
That Old Fashioned Mother of Mine,That Old Fashioned Mother of Mine
Mandy,Mandy
Till We Meet Again,Till We Meet Again
Ain't Nobody's Business But My Own,Ain't Nobody's Business But My Own
Beautiful Ohio,Beautiful Ohio
Beautiful Ohio,Beautiful Ohio
Oh! What a Pal was Mary,Oh! What a Pal was Mary
Till We Meet Again,Till We Meet Again
Juanita,Juanita
On the Road to Calais,On the Road to Calais
Poor Little Butterfly (Is a Fly Gal Now),Poor Little Butterfly (Is a Fly Gal Now)
Confessa Meu Bem,Confessa Meu Bem
How Ya Gonna Keep 'Em Down on the Farm (After They've Seen Paree),How Ya Gonna Keep 'Em Down on the Farm (After They've Seen Paree)
Beautiful Ohio,Beautiful Ohio
A Good Man Is Hard to Find,A Good Man Is Hard to Find
Chong,Chong
"A Rose, a Kiss, & You","A Rose, a Kiss, & You"
When You Look in the Heart of a Rose,When You Look in the Heart of a Rose
Baby's Prayer Will Soon Be Answered,Baby's Prayer Will Soon Be Answered
Tell That to the Marines,Tell That to the Marines
Everybody Wants a Key to My Cellar,Everybody Wants a Key to My Cellar
Just as We Used to Do,Just as We Used to Do
Rosa,Rosa
Don't Have Any More Mrs Moore,Don't Have Any More Mrs Moore
Uncle Josh Sets Up the Kitchen Stove,Uncle Josh Sets Up the Kitchen Stove
Kentucky Dreams,Kentucky Dreams
Yearning,Yearning
"Dreaming of Home, Sweet Home","Dreaming of Home, Sweet Home"
That Tumble-Down Shack in Athlone,That Tumble-Down Shack in Athlone
Oh How I Wish I Could Sleep Until My Daddy Comes Back Home,Oh How I Wish I Could Sleep Until My Daddy Comes Back Home
Madelon,Madelon
Yearning,Yearning
Swanee,Swanee
Whispering,Whispering
Crazy Blues,Crazy Blues
When My Baby Smiles At Me,When My Baby Smiles At Me
Dardanella,Dardanella
St Louis Blues,St Louis Blues
The Love Nest,The Love Nest
I've Got My Captain Working For Me Now,I've Got My Captain Working For Me Now
The Japanese Sandman,The Japanese Sandman
Hold Me,Hold Me
Alice Blue Gown,Alice Blue Gown
Wang Wang Blues,Wang Wang Blues
The Love Nest,The Love Nest
I Know Where The Flies Go in Summertime,I Know Where The Flies Go in Summertime
Fala Meu Louro,Fala Meu Louro
I'll Be With You in Apple Blossom Time,I'll Be With You in Apple Blossom Time
"Tell Me, Little Gypsy","Tell Me, Little Gypsy"
The Moon Shines on the Moonshine,The Moon Shines on the Moonshine
 Cuban Moon,Cuban Moon
Tell Me,Tell Me
Rose of Washington Square,Rose of Washington Square
Avalon,Avalon
You'd Be Surprised,You'd Be Surprised
Irene,Irene
You Ain't Heard Nothing Yet,You Ain't Heard Nothing Yet
Chloe,Chloe
That Old Irish Mother of Mine,That Old Irish Mother of Mine
Nocturne in E Flat,Nocturne in E Flat
Prelude in G Minor,Prelude in G Minor
Prohibition Blues,Prohibition Blues
Girl of My Dreams,Girl of My Dreams
My Little Bimbo Down on the Bamboo Isle,My Little Bimbo Down on the Bamboo Isle
Invitation To The Waltz,Invitation To The Waltz
Barefoot Trail,Barefoot Trail
Wyoming Lullaby,Wyoming Lullaby
Quem Vem Atras Fecha a Porta,Quem Vem Atras Fecha a Porta
Look For The Silver Lining,Look For The Silver Lining
I'll See You in CUBA,I'll See You in CUBA
Pretty Kitty Kelly,Pretty Kitty Kelly
Let the Rest of the World Go By,Let the Rest of the World Go By
Peggy,Peggy
After You Get What You Want,After You Get What You Want
Sweet & Low,Sweet & Low
Caboca Bunita,Caboca Bunita
Sailing,Sailing
You Can't Keep A Good Man Down,You Can't Keep A Good Man Down
My Island of Golden Dreams,My Island of Golden Dreams
Sweet Mama (Papa's Getting Mad),Sweet Mama (Papa's Getting Mad)
Lonesome Little Raindrop,Lonesome Little Raindrop
I Ain't Got Nobody,I Ain't Got Nobody
Make Believe,Make Believe
Ain't We Got Fun?,Ain't We Got Fun?
Margie,Margie
Song of India,Song of India
Look For The Silver Lining,Look For The Silver Lining
Say it With Music,Say it With Music
All By Myself,All By Myself
O-H-I-O (O-My-O!),O-H-I-O (O-My-O!)
Avalon,Avalon
Cherie,Cherie
Wabash Blues,Wabash Blues
My Mammy,My Mammy
Down By the O-HI-O,Down By the O-HI-O
There'll Be Some Changes Made,There'll Be Some Changes Made
I'm a Jazz Vampire,I'm a Jazz Vampire
My Man (Mon Homme),My Man (Mon Homme)
My Man (Mon Homme),My Man (Mon Homme)
Bright Eyes,Bright Eyes
My Mammy,My Mammy
Esta Nega Que Me Da,Esta Nega Que Me Da
Arise O Sun,Arise O Sun
Second Hand Rose,Second Hand Rose
Cross of Gold,Cross of Gold
Caresses,Caresses
MiMi,MiMi
Symphony in E Flat Major (Finale),Symphony in E Flat Major (Finale)
When Buddha Smiles,When Buddha Smiles
Home again blues,Home again blues
April Showers,April Showers
Make Believe,Make Believe
Deep In Your Eyes ,Deep In Your Eyes
Night May Have It's Sadness,Night May Have It's Sadness
Paixao de Artista,Paixao de Artista
I'm Just Wild About Harry,I'm Just Wild About Harry
Canadian Capers,Canadian Capers
I'm Nobody's Baby,I'm Nobody's Baby
Learn to Smile,Learn to Smile
St Louis Blues,St Louis Blues
Palesteena,Palesteena
Sweet Lady,Sweet Lady
Feather Your Nest,Feather Your Nest
Darlin',Darlin'
Tuck Me to Sleep (In My Old 'Tucky Home),Tuck Me to Sleep (In My Old 'Tucky Home)
Mimosa,Mimosa
Ours is a Nice 'ouse Ours Is,Ours is a Nice 'ouse Ours Is
Gypsy Blues,Gypsy Blues
Bimini Bay,Bimini Bay
Canadian Capers,Canadian Capers
Do You Ever Think of Me?,Do You Ever Think of Me?
My Man,My Man
Three O'Clock in The Morning,Three O'Clock in The Morning
April Showers,April Showers
Toot Toot Tootsie (Goodbye),Toot Toot Tootsie (Goodbye)
I'll Build a Stairway to Paradise,I'll Build a Stairway to Paradise
 Second Hand Rose,Second Hand Rose
Hot Lips,Hot Lips
Stumbling,Stumbling
Do it Again,Do it Again
Angel Child,Angel Child
My Buddy,My Buddy
On The Alamo,On The Alamo
Mr Gallagher & Mr Shean,Mr Gallagher & Mr Shean
Sheik of Araby,Sheik of Araby
Way Down Yonder in New Orleans,Way Down Yonder in New Orleans
My Word You Do Look Queer,My Word You Do Look Queer
Luar de Paqueta,Luar de Paqueta
Give Me My Mammy,Give Me My Mammy
The Sheik,The Sheik
I'm Just Wild About Harry,I'm Just Wild About Harry
All Over Nothing at All,All Over Nothing at All
In the Little Red School House,In the Little Red School House
Mr Gallagher & Mr Shean,Mr Gallagher & Mr Shean
Rose of The Rio Grande,Rose of The Rio Grande
Lonesome Mama Blues,Lonesome Mama Blues
